I_D,FLAG_TSUNAMI,YEAR,EQ_PRIMARY,COUNTRY,LATITUDE,LONGITUDE,REGION_CODE,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
6437,Tsu,1971,7,PAPUA NEW GUINEA,-6.5,146.6,170,,,,,,,,1,,,,
7402,Tsu,1971,6.1,RUSSIA,46.4,141.1,50,,,,,,,,,,,,
4584,,1971,5.7,PERU,-14.1,-73.3,160,,,,,,,,,,,,
4586,,1971,7.1,VANUATU,-15.5,167.2,170,,,,,,,,,,,,
6438,Tsu,1971,5.7,USA,51.5,179.1,150,,,,,,,,,,,,
4587,,1971,6.3,RUSSIA,52.9,159.2,50,,,,,,,,,,,,
4588,Tsu,1971,7.8,RUSSIA,56,163.3,50,,,,,,,,,,,,
4589,,1972,7.6,TAIWAN,22.6,122.1,30,,,,,,,,,,,,
4590,Tsu,1972,7.5,TAIWAN,22.5,122.3,30,1,1,,,,,,1,5,1,,
4591,,1972,7.7,TAIWAN,23,122.2,30,,,,,,,,1,,,,
4593,,1972,4.8,ITALY,43.8,13.3,130,,,,,,,,,,,,
4594,,1972,4.5,IRAN,29.7,50.9,140,,,,,,,,,,,,
4595,Tsu,1972,7.2,JAPAN,33.3,140.8,30,,,,,,,,,,,,
4596,,1972,6.1,PERU,-6.8,-76.8,160,,,,,,,,,,,,
4600,,1972,6.9,IRAN,28.4,52.8,140,30000,4,,,1700,4,,4,,4,,
4603,,1972,6.9,TAIWAN,23.6,121.6,30,4,1,,,11,1,,2,,,,
4604,,1972,7.2,PHILIPPINES,13.4,120.3,170,,,,,,,,2,,,,
6440,Tsu,1972,6.6,CHILE,-30.5,-71.8,160,,,,,,,,,,,,
4605,,1972,7.8,INDONESIA,3.9,124.3,170,,,,,,,,,,,,
4606,,1972,4.4,ITALY,43.8,13.3,130,,,,,,,,,,,,
4607,,1972,6.1,AFGHANISTAN,36.2,69.7,40,,,,,,,,,,,,
4608,,1972,5.3,IRAN,30.1,50.8,140,,,,,,,,,,,,
4609,Tsu,1972,7.6,USA,56.82,-135.68,150,,,,,,,,1,,,,
6441,Tsu,1972,7.1,SOLOMON SEA,-6,152.9,170,,,,,,,,,,,,
4610,,1972,6.2,PAKISTAN,36,73.4,60,,,,,,,,,,,,
4612,,1972,5.3,FRANCE,46,-1.1,120,,,,,,,,,,,,
4613,,1972,6,GREECE,37.9,22.4,130,,,,,,,,,,,,
4614,,1972,6.3,GREECE,38.3,20.3,130,,,,,,,,,,,,
4615,,1972,7,NEW CALEDONIA,-20,168.8,170,,,,,,,,,,,,
4616,Tsu,1972,7.4,PHILIPPINES,6.5,126.6,170,,,,,,,,1,,,,
4617,Tsu,1972,7.4,JAPAN,33.3,140.7,30,,,,,,,,2,,,,
4619,,1972,6.2,NICARAGUA,12.4,-86.1,100,10000,4,,,20000,4,2968,4,,,,
6442,Tsu,1972,5.4,CHILE,-30.6,-71,160,,,,,,,,,,,,
4622,Tsu,1973,7.5,MEXICO,18.48,-103,150,56,2,,,390,3,,2,,2,,
4624,,1973,7.6,CHINA,31.4,100.58,30,,,,,,,,2,168,3,,
4625,,1973,5.1,NEW ZEALAND,-39.58,176.57,170,,,,,,,,,,,,
4626,,1973,5.7,USA,34.1,-119,150,,,,,,,,,,,,
4627,,1973,5.2,IRAN,28.58,52.62,140,,,,,,,,,,,,
4629,Tsu,1973,7.2,RUSSIA,50.5,156.6,50,,,,,,,,2,,,,
4630,,1973,5.5,AUSTRALIA,-34.13,150.27,170,,,,,,,,,,,,
4632,Tsu,1973,7.5,PHILIPPINES,13.4,122.8,170,15,1,,,64,2,0.45,1,,,,
4633,,1973,5.9,ETHIOPIA,11.66,43.03,10,,,,,,,,,,,,
4634,,1973,6.5,COSTA RICA,10.679,-84.759,100,26,1,,,100,2,0.2,1,,,,
4636,,1973,6.5,COLOMBIA,4.956,-78.144,160,1,1,,,,,,2,,,,
4637,,1973,6.5,USA,19.936,-155.098,150,,,,,11,1,5.75,3,,,,
4638,Tsu,1973,7.7,JAPAN,43.2,145.8,30,27,1,,,,,5,2,2,1,,
4639,Tsu,1973,7.1,RUSSIA,43.3,146.4,50,,,,,1,1,,1,,,,
7801,Tsu,1973,6.6,RUSSIA,43.2,146.6,50,,,,,,,,,,,,
4640,,1973,7.5,CHINA,35.18,86.48,40,,,,,,,,,,,,
4641,,1973,3.5,ITALY,37.66,15.167,130,,,,,,,,,,,,
4642,,1973,6.2,MEXICO,18.27,-96.6,150,,,,,,,,,,,,
4644,Tsu,1973,6.7,CHILE,-32.5,-71.5,160,,,,,,,,,,,,
4645,,1973,7.5,ANTARCTICA,-60.82,-21.55,20,,,,,,,,,,,,
4647,,1973,5.5,GREECE,38.9,20.44,130,,,,,,,,,,,,
4648,,1973,5.5,IRAN,30.57,52.89,140,,,,,,,,,,,,
4649,,1973,5.1,AZORES (PORTUGAL),38.46,-28.31,130,,,,,,,,,,,,
4650,,1973,5.6,GREECE,35.18,23.8,130,,,,,,,,,,,,
4651,,1973,7.5,VANUATU,-14.46,166.6,170,,,,,,,,,,,,
4652,,1973,7.2,VANUATU,-15.12,166.9,170,,,,,,,,,,,,
4653,,1974,6.3,PERU,-12.3,-76.35,160,10,1,,,,3,,3,,,,
6443,Tsu,1974,7,SOLOMON ISLANDS,-7.5,155.9,170,,,,,,,,,,,,
4654,,1974,5.2,TURKEY,38.6,27,140,2,1,,,20,1,,,,,,
6598,Tsu,1974,7.1,SOLOMON ISLANDS,-7.4,155.6,170,,,,,,,,2,,,,
4655,,1974,5,COLOMBIA,6.89,-72.93,160,,,,,,,,,,,,
7924,,1974,5.5,CHINA,31.6,119.2,30,,,,,,,,2,,,,
4656,Tsu,1974,6.5,JAPAN,34.5,138.7,30,27,1,,,102,3,,2,134,3,,
4658,,1974,7.1,CHINA,28.24,104.01,30,20000,4,,,,,,3,,3,,
4659,,1974,6.1,VENEZUELA,10.56,-63.38,160,,,,,,,,,,,,
4660,,1974,4.5,SLOVENIA,44.97,15.53,130,,,,,,,,,,,,
4661,,1974,5.9,ARGENTINA,-22.124,-64.638,160,,,,,,,,1,,,,
4662,,1974,6.7,MONGOLIA,45.14,94.03,40,,,,,,,,,,,,
4663,,1974,7.3,COLOMBIA,7.75,-77.69,160,,,,,,,,,,,,
4664,,1974,5.7,JAPAN,36,139.82,30,,,,,,,,,,,,
6444,Tsu,1974,7.1,CHILE,-38.5,-73.4,160,,,,,,,,1,,,,
4665,,1974,6.2,GABON,-0.28,12.92,10,,,,,,,,,,,,
6445,Tsu,1974,6.7,RUSSIA,43.2,146.7,50,,,,,,,,,,,,
4666,Tsu,1974,8.1,PERU,-12.27,-77.79,160,78,2,,,2414,4,10,3,,3,,
4669,,1974,7.5,ANTIGUA AND BARBUDA,17.3,-62,90,,,,,4,1,,2,,,,
4670,,1974,5.4,IRAN,28,55.8,140,,,,,,,,,,,,
4671,Tsu,1974,6.2,PAKISTAN,35.1,72.9,60,5300,4,,,17000,4,3.255,2,,3,,
4675,,1975,5.2,RUSSIA,42.89,46.99,40,,,,,,,,,,,,
4676,Tsu,1975,5.9,INDONESIA,-5,130,170,,,,,,,,2,81,2,6,1
4677,,1975,6.8,INDIA,32.46,78.43,60,47,1,,,,,,2,,,,
4679,,1975,5.8,JAPAN,33,131.1,30,,,,,,,,,,,,
4680,,1975,7.6,USA,53.11,173.5,150,,,,,,,,,,,,
4681,,1975,7.4,CHINA,40.64,122.58,30,300,3,,,,,,4,,4,,
4683,,1975,5.6,INDONESIA,-6.7,106.7,60,1,1,,,,,,2,,,,
4684,,1975,6.1,IRAN,27.5,56.26,140,,,,,,,,,,,,
6447,Tsu,1975,6.9,CHILE,-29.9,-71.3,160,2,1,,,25,1,,1,,,,
4686,,1975,6.7,TURKEY,40.42,26.14,140,,,,,,,,,,,,
4687,,1975,6,USA,42.06,-112.55,150,,,,,1,1,1,2,,,520,3
4688,,1975,6.1,VENEZUELA,10.04,-69.75,160,,,,,,,,,,,,
4689,,1975,6.1,JAPAN,33.19,131.3,30,,,,,,,,,,,,
4690,,1975,7.7,CHILE,-38.18,-73.23,160,,,,,,,,,,,,
4691,Tsu,1975,7.7,ATLANTIC OCEAN,35.997,-17.649,70,,,,,,,,1,,,,
6449,Tsu,1975,7,RUSSIA,43.024,147.734,50,,,,,,,,,,,,
4692,,1975,6.5,MYANMAR (BURMA),21.49,94.7,60,,,,,,,,,,,,
4693,,1975,4.3,ALGERIA,36.32,5.241,15,1,1,,,18,1,,2,,,,
4694,Tsu,1975,7.9,PAPUA NEW GUINEA,-6.59,155.054,170,,,,,,,,3,,2,,
4695,,1975,7.7,PAPUA NEW GUINEA,-7.104,155.152,170,,,,,,,,,,,,
4696,,1975,5.6,USA,39.439,-121.528,150,,,,,10,1,3,2,,,,
4697,,1975,6.7,TURKEY,38.474,40.723,140,2311,4,,,3372,4,,,,,,
4701,,1975,5,IRAN,31.599,51.037,140,,,,,,,,,,,,
4702,,1975,7.8,TONGA,-24.894,-175.119,170,,,,,,,,,,,,
4703,Tsu,1975,7.6,PHILIPPINES,12.54,125.993,170,1,1,,,,,,1,30,1,,
7202,,1975,6.1,USA TERRITORY,13.843,144.754,170,,,,,,,,,,,,
4704,Tsu,1975,7.7,USA,19.451,-155.033,150,2,1,,,,,4,2,,3,,
10271,Tsu,1975,4.9,FIJI,-18.672,178.464,170,,,,,,,,,,,,
4705,Tsu,1975,7.8,SAMOA,-16.265,-172.467,170,,,,,,,,,,,,
4706,,1975,5.5,GREECE,38.628,21.798,130,1,1,,,10,1,,3,,,,
4707,,1976,6.4,ICELAND,66.16,-16.58,120,,,,,,,,,,,,
4708,,1976,7.8,KERMADEC ISLANDS (NEW ZEALAND),-29.208,-177.886,170,,,,,,,,,,,,
4709,Tsu,1976,8,KERMADEC ISLANDS (NEW ZEALAND),-28.427,-177.657,170,,,,,,,,,,,,
6450,Tsu,1976,7,RUSSIA,44.915,149.123,50,,,,,,,,,,,,
4711,Tsu,1976,7.5,GUATEMALA,15.324,-89.101,90,23000,4,,,76000,4,2147,4,,,,
4714,,1976,5.1,GUATEMALA,14.767,-91.061,100,4,1,,,50,1,,2,,,,
4715,,1976,5.5,AFGHANISTAN,36.61,67.79,40,,,,,,,,,,,,
4716,,1976,4.8,TURKEY,41.13,43.01,140,,,,,,,,,,,,
4717,,1976,7,UZBEKISTAN,40.31,63.77,40,,,,,,,,,,,,
4718,,1976,6.7,ECUADOR,0.78,-79.8,160,,,,,,,,,,,,
4719,,1976,5.5,TURKEY,40.89,42.85,140,,,,,,,,,,,,
4720,,1976,6.5,ITALY,46.356,13.275,130,978,3,,,1700,4,3600,4,,,,
4724,,1976,7,UZBEKISTAN,40.38,63.47,40,,,,,,,,,,,,
4725,,1976,7.3,CHINA,24.57,98.953,30,,2,,,,,,3,,,,
4726,,1976,7.4,CHINA,24.531,98.71,30,,2,,,,,,3,,,,
4727,,1976,6.4,MEXICO,17.4,-100.64,150,,,,,,,,,,,,
4729,,1976,7.1,INDONESIA,-4.603,140.091,170,6000,4,,,,,,3,,,,
10280,Tsu,1976,6.7,PANAMA,7.4,-78.1,100,5,1,,,7,1,,1,,,,
4731,,1976,6.5,INDONESIA,-8.17,114.888,60,573,3,,,4755,4,195,4,,,,
4732,,1976,6.2,MALAYSIA,4.96,118.31,170,,,,,,,,,,,,
4735,,1976,7.5,CHINA,39.57,117.98,30,242769,4,,,799000,4,5600,4,,,,
4737,,1976,7.4,CHINA,39.664,118.401,30,,2,,,,,,2,,3,,
4739,Tsu,1976,8,PHILIPPINES,6.292,124.09,170,8000,4,,,10000,4,134,4,,,,
7362,,1976,6.8,PHILIPPINES,7.249,122.939,170,,1,,,,,,1,,,,
4741,,1976,4.9,TURKEY,37.7,28.89,140,,,,,,,,,,,,
4742,,1976,5.5,ITALY,46.28,13.157,130,5,1,,,,2,,2,,,,
4743,,1976,6,ITALY,46.302,13.197,130,11,1,,,,2,,2,,,,
4744,,1976,5.9,ITALY,46.32,13.13,130,,,,,,,,,,,,
4746,,1976,7.1,INDONESIA,-4.517,139.918,170,133,3,,,,,,1,,,,1
4748,,1976,6.2,IRAN,33.8,59.15,140,17,1,,,,,,3,,,,
4752,,1976,7.3,TURKEY,39.12,44.03,140,,,,,,,,,,,,
4753,,1976,6.1,AFGHANISTAN,36.51,71.04,40,,,,,,,,,,,,
4755,,1976,7.3,CHILE,-20.52,-68.92,160,,,,,,,,,,,,
4756,,1976,5.2,SOUTH AFRICA,-27.953,26.653,10,4,1,,,36,1,,2,,,,
4757,,1976,,TURKEY,39,44,140,1,1,,,,,,2,,,,
4758,,1977,5.2,INDONESIA,-8.22,115.19,60,,,,,,,,,,,,
4759,,1977,5.9,TAJIKISTAN,40.04,70.85,40,,,,,,,,,,,,
4760,,1977,7.5,ROMANIA,45.777,26.703,110,1641,4,,,10500,4,2000,4,,,,
4763,,1977,6,INDONESIA,0.45,100.02,60,,,,,,,,,,,,
4764,,1977,7.3,PHILIPPINES,16.77,122.33,170,1,1,,,9,1,0.1,1,14,1,22,1
4765,,1977,6.9,IRAN,27.61,56.39,140,167,3,,,556,3,,3,,,,
4767,,1977,4.9,TURKEY,38.56,40.02,140,,,,,,,,,,,,
4769,Tsu,1977,7.6,SAMOA,-16.696,-172.095,170,,,,,,,,1,,,,
4772,,1977,5.9,IRAN,31.98,50.68,140,366,3,,,200,3,,2,,,,
6798,Tsu,1977,6.8,SOLOMON ISLANDS,-9.828,160.323,170,34,1,,,,,,3,,,,
6797,Tsu,1977,7.6,SOLOMON ISLANDS,-9.89,160.348,170,,,,,,,,1,,,,
4773,,1977,7.5,SOLOMON ISLANDS,-9.844,160.822,170,,,,,,1,,1,,,,
4774,Tsu,1977,8.1,SOLOMON ISLANDS,-9.965,160.731,170,18,1,,,1,1,,3,,,,
4775,,1977,5.4,IRAN,38.934,44.38,140,3,1,,,9,1,,3,,,,
4776,,1977,,TURKEY,39,44,140,6,1,,,,,,3,,,,
4777,Tsu,1977,7.2,TONGA,-22.878,-175.9,170,,,,,,,,,,,,
4778,,1977,4.6,SLOVENIA,46.29,14.29,130,,,,,,,,,,,,
4779,Tsu,1977,8,INDONESIA,-11.085,118.464,60,189,3,,,75,2,1.2,2,,,,
6452,Tsu,1977,5.5,PAPUA NEW GUINEA,-1.081,146.23,170,,,,,,,,,,,,
4780,,1977,6.5,COLOMBIA,7.34,-76.3,160,,,,,,,,,,,,
6453,Tsu,1977,7.2,TONGA,-25.856,-175.406,170,,,,,,,,,,,,
4781,,1977,5.1,ROMANIA,42.11,23.97,110,,,,,,,,,,,,
4782,,1977,4.9,IRAN,36.73,55.04,140,,,,,,,,2,,,,
4784,,1977,7.4,ARGENTINA,-31.03,-67.77,160,70,2,,,300,3,80,4,,,,
4786,,1977,5.8,IRAN,30.95,56.47,140,584,3,,,1000,3,,3,,,,
4788,Tsu,1978,6.6,JAPAN,34.809,139.259,30,25,1,,,129,3,,3,85,2,544,3
4789,,1978,7.7,KERMADEC ISLANDS (NEW ZEALAND),-30.68,-177.36,170,,,,,,,,,,,,
4790,,1978,4.5,TURKEY,39.69,39.79,140,,,,,,,,,,,,
4791,,1978,6.1,JAPAN,38.78,141.95,30,,,,,,,,,,,,
4792,,1978,5,ITALY,38.1,16.03,130,,,,,,,,,,,,
4794,,1978,5.9,PAKISTAN,29.926,66.302,60,,,,,,,,,,,,
4795,,1978,6.6,MEXICO,17.03,-99.74,150,,,,,,,,,,,,
6599,Tsu,1978,6.7,RUSSIA,44.026,149.002,50,,,,,,,,,,,,
6799,Tsu,1978,6.6,RUSSIA,44.14,149.029,50,,,,,,,,,,,,
4796,Tsu,1978,6.8,RUSSIA,44.209,148.971,50,,,,,,,,,,,,
4797,Tsu,1978,7.5,RUSSIA,44.932,148.439,50,,,,,,,,,,,,
4798,Tsu,1978,7.6,RUSSIA,44.244,148.862,50,,,,,,,,,,,,
4799,,1978,7.1,KAZAKHSTAN,42.839,78.606,40,,,,,,,,,,,,
4800,,1978,5.7,SERBIA,43.269,20.919,130,,,,,,,,,,,,
4801,,1978,5.7,ITALY,38.391,15.066,130,,,,,,,,,,,,
4802,,1978,5.6,GREECE,40.759,23.268,130,,,,,,,,,,,,
4803,,1978,4.9,JAPAN,35.1,132.6,30,,,,,,,,,,,,
4806,Tsu,1978,7.7,JAPAN,38.19,142.028,30,28,1,,,10000,4,865,4,,4,,
6455,Tsu,1978,6.9,PHILIPPINES,8.249,122.403,170,,,,,,,,,,,,
4808,Tsu,1978,6.4,GREECE,40.739,23.229,130,50,1,,,,3,250,4,,,,
7775,Tsu,1978,,ITALY,,,130,,,,,,,,,,,,
6456,Tsu,1978,7.4,TAIWAN,22.282,121.512,30,,,,,,,,,,,,
4810,,1978,4.5,GUATEMALA,14.843,-91.022,100,17,1,,,,3,,2,,,,
4812,,1978,7,CHILE,-26.51,-70.54,160,,,,,,,,,,,,
4813,,1978,5.6,USA,34.35,-119.7,150,,,,,,,,,,,,
8260,Tsu,1978,4.4,SPAIN,36.63,-6.871,130,,,,,,,,,,,,
4814,,1978,5.3,GERMANY,48.29,9.01,120,,,,,,,,,,,,
4815,,1978,7.8,IRAN,33.386,57.434,140,20000,4,,,,,50,4,,4,,
4818,,1978,6.8,UZBEKISTAN,39.35,72.61,40,,,,,,,,,,,,
4819,Tsu,1978,7.7,MEXICO,16.01,-96.591,150,9,1,,,,3,,2,,,,
4820,,1978,7.5,RUSSIA,44.592,146.581,50,,,,,,,,2,,,,
4821,,1978,6.2,IRAN,32.14,49.65,140,76,2,,,,2,,2,,,,
4824,,1978,7,TAIWAN,23.247,122.075,30,2,1,,,3,1,,,,,,
4825,,1979,6.8,IRAN,33.897,59.472,140,200,3,,,,3,,2,,,,
4827,,1979,6.9,PERU,-16.39,-72.658,160,18,1,,,,2,,2,,,,
6600,Tsu,1979,6.4,JAPAN,40.232,143.703,30,,,,,,,,,,,,
6457,Tsu,1979,7.5,USA,60.691,-141.671,150,,,,,,,,1,,,,
4828,Tsu,1979,7.6,MEXICO,17.813,-101.276,150,5,1,,,35,1,30,4,200,3,,
7281,Tsu,1979,5.3,MONTENEGRO,41.956,19.023,130,,,,,,,,,,,,
4830,Tsu,1979,6.9,MONTENEGRO,42.096,19.209,130,131,3,,,1001,4,2700,4,,4,,
7282,Tsu,1979,5.6,GREECE,34.53,24.437,130,,,,,,,,,,,,
4832,,1979,5.4,INDONESIA,-8.299,115.934,60,,,,,,,,,,,,
4833,,1979,6.2,MACEDONIA,42.255,18.752,130,,,,,65,2,,,,,,
4834,,1979,5.8,INDONESIA,-8.207,115.949,60,22,1,,,,,4.15,2,,,,
4836,,1979,6.1,AUSTRALIA,-30.812,117.179,60,,,,,,,,,,,,
4837,,1979,6.2,PAPUA NEW GUINEA,-4.98,145.577,170,,,,,,,,,,,,
4838,,1979,6.5,PANAMA,8.316,-82.943,100,,,,,,,2,2,,,,
4839,,1979,5.4,CHINA,31.452,119.241,30,41,1,,,2987,4,,4,113909,4,,
4840,,1979,4.9,TURKEY,39.672,28.66,140,,,,,,,,2,200,3,,
4841,,1979,5.9,CHINA,41.145,108.129,30,,1,,,104,3,,2,400,3,,
4842,Tsu,1979,7.9,INDONESIA,-1.679,136.04,170,115,3,,,,3,,3,1000,3,,
4844,,1979,5.8,ITALY,42.812,13.061,130,5,1,,,5000,4,,3,,,,
4845,,1979,4.7,GUATEMALA,14.321,-90.082,100,,,,,40,1,,2,,,,
4846,,1979,7.5,NEW ZEALAND,-46.675,165.707,170,,,,,,,,,,,,
4847,,1979,6.9,USA,32.634,-115.324,150,,,,,,,,,,,,
4849,,1979,6.2,INDONESIA,-8.254,115.847,60,2,1,,,40,1,,2,,,,
4850,,1979,6.8,GUATEMALA,13.833,-90.881,100,4,1,,,23,1,,2,,,,
4851,,1979,6.1,INDONESIA,-7.656,108.252,60,30,1,,,200,3,16,3,,,,
4853,,1979,5.2,GREECE,39.536,20.398,130,1,1,,,3,1,,3,,,,
4854,,1979,6.6,IRAN,33.918,59.741,140,350,3,,,,,,3,,,,
4856,Tsu,1979,6.9,FIJI,-16.76,-179.984,170,,,,,,,,2,,,,
4858,,1979,6.4,COLOMBIA,4.805,-76.217,160,72,2,,,600,3,20,3,,,,
4860,,1979,7.5,IRAN,33.962,59.726,140,17,1,,,24,1,,3,,,,
4861,,1979,6,IRAN,34.033,59.817,140,,,,,,,,3,,,,
4863,Tsu,1979,7.7,COLOMBIA,1.598,-79.358,160,600,3,,,20000,4,8,3,10000,4,,
4866,,1979,6.6,INDONESIA,-3.299,102.712,60,8,1,,,162,3,,3,2500,4,,
4867,,1979,6.3,INDONESIA,-8.39,115.889,60,27,1,,,200,3,,,,,,
4868,Tsu,1980,6.9,AZORES (PORTUGAL),38.727,-27.75,130,69,2,,,600,3,5,2,,,,
4870,,1980,5.9,USA,37.855,-121.816,150,,,,,50,1,11.5,3,,,,
6459,Tsu,1980,7,RUSSIA,43.53,146.753,50,,,,,,,,,,,,
4872,,1980,5.8,INDONESIA,-8.082,108.793,60,,,,,,,,2,,,,
4873,,1980,4.5,ITALY,40.459,15.855,130,,,,,,,,,,,,
4874,,1980,5.3,GUATEMALA,14.716,-91.317,100,,,,,,,,1,,,,
4876,Tsu,1980,5.2,USA,46.214,-122.194,150,61,2,,,,,2000,4,,,,
4877,,1980,5.8,SERBIA,43.294,20.837,130,,,,,50,1,5,2,,,,
4878,,1980,6.1,USA,37.6,-118.84,150,,,,,7,1,2,2,,,,
4879,,1980,6.4,MEXICO,32.22,-114.985,150,1,1,,,100,2,,2,,,,
4880,Tsu,1980,6.2,JAPAN,34.808,139.181,30,,,,,7,1,,2,,,,
4881,,1980,7.5,SOLOMON ISLANDS,-12.41,166.381,170,,,,,,,,,,,,
4882,,1980,6.4,GREECE,39.269,23.041,130,1,1,,,,3,5,2,,,,
4883,,1980,5.2,TAJIKISTAN,40.113,70.596,40,,,,,,,,1,,,,
4884,,1980,4,GREECE,39.203,22.729,130,,,,,,,,,,,,
4885,Tsu,1980,7.9,SOLOMON ISLANDS,-12.525,165.916,170,,,,,,,,,,,,
4886,,1980,5.4,IRAN,37.19,50.201,140,1,1,,,,3,,2,,,,
4887,,1980,5.1,USA,38.174,-83.907,150,,,,,2,1,1,2,,,,
4888,,1980,6.5,NEPAL,29.598,81.092,60,200,3,,,,3,245,4,,,,
4890,,1980,6.4,HONDURAS,15.888,-88.516,100,2,1,,,,3,,2,,,,
4891,,1980,5.6,ECUADOR,-1.948,-80.017,160,8,1,,,100,2,5,2,,,,
4892,,1980,4.9,INDIA,32.913,75.633,60,15,1,,,40,1,,2,,3,,
4893,,1980,4.8,INDIA,32.834,75.629,60,,1,,,,,,1,,,,
4894,,1980,6,JAPAN,35.45,139.964,30,2,1,,,73,2,1,2,,,,
4895,,1980,5.6,NEW ZEALAND,-39.542,176.478,170,,,,,,,,,,,,
4896,Tsu,1980,7.7,ALGERIA,36.195,1.354,15,5000,4,,,9000,4,5200,4,250000,4,,
4899,,1980,6.4,MEXICO,18.211,-98.24,150,300,3,,,,3,5,2,,3,,
4901,,1980,7.2,USA,41.117,-124.253,150,,,,,,,,,,,,
4902,,1980,4.9,PERU,-13.347,-74.545,160,7,1,,,,,1,2,,,,
4903,,1980,6.9,ITALY,40.914,15.366,130,4689,4,,,7700,4,20000,4,,,,
4906,,1980,5,COLOMBIA,8.045,-72.441,160,,,,,36,1,,2,30,1,,
4907,,1980,5.8,IRAN,34.587,50.652,140,26,1,,,,,5,2,,,,
4908,,1980,5.2,IRAN,34.503,50.59,140,3,1,,,139,3,1,2,,,,
6460,Tsu,1981,6.9,JAPAN,38.64,142.75,30,,,,,,,,,,,,
4909,,1981,6.7,INDONESIA,-4.576,139.232,170,305,3,,,,2,5,2,,,,
4911,,1981,6.8,CHINA,30.927,101.098,30,150,3,,,489,3,5,2,2992,4,,
4913,,1981,4.6,ITALY,41.051,14.601,130,12,1,,,,,0.5,1,,,,
4915,Tsu,1981,6.7,GREECE,38.222,22.934,130,22,1,,,400,3,812,4,8000,4,,
4916,,1981,6.4,GREECE,38.209,23.288,130,1,1,,,9,1,,2,,,,
4917,,1981,5.6,GREECE,39.481,20.699,130,2,1,,,,,,2,150,3,,
4918,,1981,4.8,PERU,-13.144,-74.376,160,8,1,,,15,1,,2,,,,
4919,,1981,6,USA,33.133,-115.65,150,,,,,,,1.5,2,,,,
4920,Tsu,1981,7.6,NEW ZEALAND,-48.786,164.357,170,,,,,,,,,,,,
4921,,1981,6.7,IRAN,29.913,57.715,140,3000,4,,,,3,5,2,,,,
4922,,1981,5.2,PERU,-13.166,-74.522,160,10,1,,,,2,5,2,,,,
4923,,1981,7.1,IRAN,30.013,57.794,140,3000,4,,,1000,4,1000,4,,,,
4925,,1981,5.5,BOSNIA-HERZEGOVINA,44.849,17.312,130,,,,,44,1,5,2,,,,
4927,Tsu,1981,7.7,SAMOA,-14.96,-173.085,170,,1,,,,,,1,,1,,
4929,,1981,5.9,PAKISTAN,35.693,73.594,60,220,3,,,2500,4,5,2,,,,
4930,,1981,7.5,CHILE,-33.134,-73.074,160,1,1,,,,,,,,,,
4931,,1981,5.4,COLOMBIA,8.117,-72.527,160,15,1,,,,3,5,2,,,,
4932,Tsu,1981,7.3,MEXICO,18.048,-102.084,150,,,,,,,,,,,,
4933,,1981,5.3,EGYPT,23.686,32.604,15,,,,,,,,1,11,1,,
4934,,1981,4,PAKISTAN,29.856,66.962,60,6,1,,,12,1,,2,45,1,,
4935,,1981,7.5,GREECE,39.243,25.227,130,,,,,,,,1,,,,
4936,Tsu,1982,7.1,PHILIPPINES,13.752,124.358,170,,,,,,,,1,,,,
8832,,1982,4.5,CANADA,46.975,-66.659,150,,,,,,,,1,,,,
4937,,1982,6,HONDURAS,13.158,-87.589,100,,,,,2,1,,2,,,,
4938,,1982,6.3,INDIA,6.946,94.002,60,,,,,,2,,2,,,,
4939,,1982,5.5,INDONESIA,-6.863,106.936,60,,,,,17,1,3.5,2,,,,
6461,Tsu,1982,5.4,INDONESIA,4.374,97.755,60,,,,,,,,,,,,
6512,Tsu,1982,6.4,INDONESIA,-9.265,118.479,60,,,,,,,,,,,,
4940,Tsu,1982,6.7,JAPAN,42.158,142.361,30,,,,,,,,,,,,
7221,,1982,3.5,MEXICO,17.25,-93.21,150,1879,4,1755,4,,,3.3,2,,,,
4941,,1982,6.1,PERU,-12.69,-76.065,160,3,1,,,,,5,2,,,,
4942,,1982,4.6,CHINA,36.785,105.55,30,,,,,,,,1,,,,
4943,,1982,7,MEXICO,16.558,-98.358,150,9,1,,,,3,,2,,,,
4944,,1982,5.5,CHINA,31.907,99.931,30,10,1,,,5,1,,1,,,,
4945,,1982,6.2,EL SALVADOR,13.313,-89.339,100,43,1,,,,3,5,2,,,,
6601,Tsu,1982,6.8,JAPAN,36.194,141.702,30,,,,,,,,,,,,
4948,,1982,7.5,SOLOMON ISLANDS,-12.597,165.931,170,,,,,,,,,,,,
4949,,1982,5.6,INDONESIA,-8.375,120.577,60,,,,,,,,2,,,,
4950,,1982,5.1,HONDURAS,14.487,-89.121,100,3,1,,,2,1,,2,,3,554,3
4952,,1982,4.4,ITALY,43.164,12.586,130,,,,,,,,,,,,
4953,,1982,5.5,MACEDONIA,40.883,19.59,130,1,1,,,12,1,5,2,,,,
4954,,1982,6,YEMEN,14.701,44.379,60,2800,4,,,1500,4,2000,4,,4,,
